order_id,predicted_cycle_time_min,wip_level,demand_urgency,quality_status,pull_decision
O108099,23.51,0,High,Pass,Full Pull
O108100,23.08,7,High,Pass,Full Pull
O108101,29.4,28,Low,Pass,No Pull
O108102,19.16,0,High,Pass,Full Pull
O108103,33.93,24,Low,Pass,No Pull
O108104,54.59,28,Medium,Pass,Partial Pull
O108105,12.89,3,Medium,Pass,Partial Pull
O108106,29.44,11,High,Pass,Partial Pull
O108107,57.76,27,Medium,Pass,Partial Pull
O108108,51.77,22,Medium,Pass,Partial Pull
O108109,33.67,2,Medium,Pass,Partial Pull
O108110,42.32,26,Low,Rework,No Pull
O108111,51.51,24,Low,Pass,No Pull
O108112,29.54,9,Medium,Rework,Partial Pull
O108113,33.99,12,Medium,Pass,Partial Pull
O108114,33.96,9,Medium,Pass,Partial Pull
O108115,44.5,16,Medium,Pass,Partial Pull
O108116,64.39,24,Medium,Pass,Partial Pull
O108117,28.01,20,Low,Pass,No Pull
O108118,58.63,30,Low,Pass,No Pull
O108119,14.34,3,Medium,Pass,Partial Pull
O108120,47.48,28,Low,Pass,No Pull
O108121,45.02,28,Low,Rework,No Pull
O108122,46.36,11,Medium,Pass,Partial Pull
O108123,13.69,4,High,Pass,Full Pull
O108124,27.79,6,High,Pass,Full Pull
O108125,35.29,29,Low,Pass,No Pull
O108126,27.15,0,High,Pass,Full Pull
O108127,19.32,2,High,Pass,Full Pull
O108128,27.97,2,High,Rework,Full Pull
O108129,20.55,5,High,Pass,Full Pull
O108130,43.39,24,Medium,Rework,Partial Pull
O108131,25.58,1,Medium,Pass,Partial Pull
O108132,61.94,29,Low,Rework,No Pull
O108133,18.53,12,High,Pass,Partial Pull
O108134,45.22,16,Medium,Pass,Partial Pull
O108135,37.32,18,Medium,Pass,Partial Pull
O108136,43.54,25,Low,Pass,No Pull
O108137,58.33,19,Medium,Pass,Partial Pull
O108138,22.67,1,High,Pass,Full Pull
O108139,43.95,25,Low,Pass,No Pull
O108140,16.16,2,High,Pass,Full Pull
O108141,47.38,16,Medium,Pass,Partial Pull
O108142,58.01,26,Medium,Fail,No Pull
O108143,45.18,15,Medium,Pass,Partial Pull
O108144,23.22,12,Medium,Pass,Partial Pull
O108145,45.01,10,High,Pass,Partial Pull
O108146,56.97,24,Low,Pass,No Pull
O108147,40.6,20,Low,Rework,No Pull
O108148,34.79,25,Low,Pass,No Pull
O108149,71.18,28,Low,Pass,No Pull
O108150,37.93,18,Medium,Pass,Partial Pull
O108151,34.25,11,Medium,Pass,Partial Pull
O108152,35.72,18,Medium,Pass,Partial Pull
O108153,27.51,11,Medium,Fail,No Pull
O108154,40.84,6,High,Rework,Full Pull
O108155,43.1,10,Medium,Pass,Partial Pull
O108156,42.12,14,Medium,Pass,Partial Pull
O108157,25.25,7,High,Fail,No Pull
O108158,37.88,9,Medium,Pass,Partial Pull
O108159,31.04,17,Medium,Pass,Partial Pull
O108160,11.97,4,High,Pass,Full Pull
O108161,26.49,3,High,Pass,Full Pull
O108162,59.13,24,Low,Fail,No Pull
O108163,56.71,25,Medium,Pass,Partial Pull
O108164,20.33,9,Medium,Pass,Partial Pull
O108165,17.94,4,Medium,Pass,Partial Pull
O108166,36.04,14,Medium,Pass,Partial Pull
O108167,41.23,5,High,Pass,Full Pull
O108168,55.0,27,Low,Pass,No Pull
O108169,6.51,2,Medium,Pass,Partial Pull
O108170,59.21,15,Medium,Pass,Partial Pull
O108171,38.17,11,Medium,Pass,Partial Pull
O108172,32.22,14,Medium,Pass,Partial Pull
O108173,56.76,23,Medium,Pass,Partial Pull
O108174,19.55,8,Medium,Pass,Partial Pull
O108175,49.22,28,Medium,Pass,Partial Pull
O108176,44.38,30,Medium,Pass,Partial Pull
O108177,29.92,13,Medium,Pass,Partial Pull
O108178,47.32,11,Medium,Pass,Partial Pull
O108179,49.5,7,High,Pass,Partial Pull
O108180,35.4,25,Medium,Pass,Partial Pull
O108181,45.47,22,Low,Pass,No Pull
O108182,30.71,13,Medium,Pass,Partial Pull
O108183,47.12,21,Medium,Pass,Partial Pull
O108184,32.04,11,High,Pass,Partial Pull
O108185,55.09,21,Medium,Fail,No Pull
O108186,47.63,25,Low,Pass,No Pull
O108187,18.42,13,Medium,Pass,Partial Pull
O108188,41.9,20,Medium,Pass,Partial Pull
O108189,63.43,17,Medium,Pass,Partial Pull
O108190,41.09,2,High,Fail,No Pull
O108191,24.21,1,High,Pass,Full Pull
O108192,22.02,8,High,Pass,Full Pull
O108193,22.99,7,Medium,Pass,Partial Pull
O108194,25.85,5,Medium,Pass,Partial Pull
O108195,45.17,28,Medium,Pass,Partial Pull
O108196,28.61,18,Medium,Rework,Partial Pull
O108197,18.74,1,High,Pass,Full Pull
O108198,69.0,28,Low,Fail,No Pull
O108199,31.07,9,Medium,Pass,Partial Pull
O108200,53.82,30,Medium,Pass,Partial Pull
O108201,42.58,7,Medium,Rework,Partial Pull
O108202,16.26,2,High,Pass,Full Pull
O108203,18.7,4,High,Pass,Full Pull
O108204,25.38,11,Medium,Pass,Partial Pull
O108205,55.69,28,Medium,Pass,Partial Pull
O108206,36.73,17,Medium,Pass,Partial Pull
O108207,20.43,3,Medium,Pass,Partial Pull
O108208,31.47,9,Medium,Pass,Partial Pull
O108209,62.02,15,Medium,Pass,Partial Pull
O108210,47.27,16,Medium,Pass,Partial Pull
O108211,73.05,26,Low,Pass,No Pull
O108212,32.86,1,High,Pass,Full Pull
O108213,17.36,0,High,Pass,Full Pull
O108214,35.99,22,Medium,Pass,Partial Pull
O108215,31.36,3,High,Pass,Full Pull
O108216,66.23,21,Medium,Fail,No Pull
O108217,16.95,10,Medium,Pass,Partial Pull
O108218,21.94,12,Medium,Pass,Partial Pull
O108219,29.04,4,High,Pass,Full Pull
O108220,33.22,23,Low,Pass,No Pull
O108221,60.2,5,Medium,Pass,Partial Pull
O108222,17.05,0,Medium,Pass,Partial Pull
O108223,54.44,18,Medium,Pass,Partial Pull
O108224,10.99,4,High,Pass,Full Pull
O108225,26.26,5,High,Pass,Full Pull
O108226,29.38,6,Medium,Pass,Partial Pull
O108227,27.33,19,Medium,Pass,Partial Pull
O108228,73.22,23,Low,Pass,No Pull
O108229,67.7,28,Medium,Fail,No Pull
O108230,42.53,30,Low,Pass,No Pull
O108231,37.78,7,High,Pass,Full Pull
O108232,45.9,6,High,Rework,Full Pull
O108233,38.03,6,Medium,Pass,Partial Pull
O108234,32.18,5,Medium,Pass,Partial Pull
O108235,8.42,0,High,Pass,Full Pull
O108236,63.25,18,Medium,Pass,Partial Pull
O108237,21.95,0,Medium,Pass,Partial Pull
O108238,33.61,1,High,Fail,No Pull
O108239,32.77,12,Medium,Pass,Partial Pull
O108240,41.69,25,Low,Pass,No Pull
O108241,31.55,15,Medium,Pass,Partial Pull
O108242,51.34,12,Medium,Pass,Partial Pull
O108243,25.66,5,Medium,Pass,Partial Pull
O108244,58.46,21,Medium,Pass,Partial Pull
O108245,27.76,10,Medium,Pass,Partial Pull
O108246,48.86,30,Low,Rework,No Pull
O108247,14.29,4,Medium,Pass,Partial Pull
O108248,45.64,24,Medium,Pass,Partial Pull
O108249,28.37,21,Low,Pass,No Pull
O108250,32.4,11,Medium,Pass,Partial Pull
O108251,20.93,12,Medium,Pass,Partial Pull
O108252,56.66,29,Medium,Pass,Partial Pull
O108253,46.9,22,Medium,Pass,Partial Pull
O108254,43.62,1,High,Pass,Full Pull
O108255,30.07,17,Medium,Pass,Partial Pull
O108256,23.73,22,Medium,Rework,Partial Pull
O108257,27.22,11,High,Pass,Partial Pull
O108258,42.78,21,Medium,Rework,Partial Pull
O108259,29.72,19,Medium,Pass,Partial Pull
O108260,32.28,10,Medium,Pass,Partial Pull
O108261,16.65,0,High,Pass,Full Pull
O108262,29.33,1,High,Pass,Full Pull
O108263,59.47,21,Medium,Pass,Partial Pull
O108264,62.01,24,Medium,Pass,Partial Pull
O108265,49.59,11,Medium,Pass,Partial Pull
O108266,47.45,14,Medium,Pass,Partial Pull
O108267,37.14,15,Medium,Pass,Partial Pull
O108268,34.17,27,Low,Pass,No Pull
O108269,34.73,16,High,Pass,Partial Pull
O108270,40.18,17,Medium,Pass,Partial Pull
O108271,31.15,17,Medium,Rework,Partial Pull
O108272,30.61,4,Medium,Pass,Partial Pull
O108273,33.66,21,Low,Pass,No Pull
O108274,37.14,28,Low,Pass,No Pull
O108275,34.71,3,Medium,Pass,Partial Pull
O108276,20.97,2,High,Pass,Full Pull
O108277,47.85,15,Medium,Pass,Partial Pull
O108278,44.29,23,Medium,Pass,Partial Pull
O108279,19.55,2,High,Pass,Full Pull
O108280,41.69,23,Low,Pass,No Pull
O108281,35.04,7,Medium,Pass,Partial Pull
O108282,24.31,5,Medium,Pass,Partial Pull
O108283,32.59,5,Medium,Pass,Partial Pull
O108284,45.56,16,Medium,Pass,Partial Pull
O108285,53.03,18,Medium,Pass,Partial Pull
O108286,36.37,14,Medium,Pass,Partial Pull
O108287,56.04,18,Medium,Pass,Partial Pull
O108288,53.91,24,Medium,Pass,Partial Pull
O108289,56.07,25,Low,Pass,No Pull
O108290,58.33,22,Medium,Pass,Partial Pull
O108291,67.5,16,Medium,Rework,Partial Pull
O108292,41.74,6,High,Pass,Full Pull
O108293,52.74,23,Low,Pass,No Pull
O108294,48.68,20,Medium,Pass,Partial Pull
O108295,26.77,27,Medium,Pass,Partial Pull
O108296,40.52,22,Low,Pass,No Pull
O108297,25.26,4,High,Pass,Full Pull
O108298,49.24,17,Medium,Pass,Partial Pull
O108299,39.75,22,Medium,Pass,Partial Pull
O108300,62.73,30,Low,Pass,No Pull
O108301,34.21,10,Medium,Pass,Partial Pull
O108302,52.0,26,Medium,Pass,Partial Pull
O108303,39.84,8,Medium,Pass,Partial Pull
O108304,24.44,11,Medium,Pass,Partial Pull
O108305,50.22,29,Medium,Pass,Partial Pull
O108306,21.34,5,High,Pass,Full Pull
O108307,23.34,6,High,Pass,Full Pull
O108308,48.49,25,Medium,Pass,Partial Pull
O108309,71.07,28,Medium,Fail,No Pull
O108310,26.55,3,High,Pass,Full Pull
O108311,43.14,25,Medium,Pass,Partial Pull
O108312,27.85,18,Medium,Fail,No Pull
O108313,40.69,27,Low,Pass,No Pull
O108314,28.93,15,Medium,Pass,Partial Pull
O108315,56.09,18,Medium,Pass,Partial Pull
O108316,40.24,7,Medium,Pass,Partial Pull
O108317,62.99,18,Medium,Pass,Partial Pull
O108318,38.89,12,Medium,Pass,Partial Pull
O108319,47.18,12,Medium,Pass,Partial Pull
O108320,21.56,8,Medium,Pass,Partial Pull
O108321,28.04,12,Medium,Pass,Partial Pull
O108322,33.64,5,High,Pass,Full Pull
O108323,70.71,26,Medium,Pass,Partial Pull
O108324,41.14,12,High,Pass,Partial Pull
O108325,38.81,12,High,Pass,Partial Pull
O108326,64.04,30,Low,Pass,No Pull
O108327,35.49,15,Medium,Pass,Partial Pull
O108328,37.35,21,Medium,Pass,Partial Pull
O108329,53.71,30,Medium,Pass,Partial Pull
O108330,61.35,26,Medium,Pass,Partial Pull
O108331,28.07,10,Medium,Fail,No Pull
O108332,41.45,16,Medium,Pass,Partial Pull
O108333,45.35,25,Medium,Pass,Partial Pull
O108334,43.24,15,Medium,Pass,Partial Pull
O108335,43.76,8,Medium,Pass,Partial Pull
O108336,46.52,16,Medium,Pass,Partial Pull
O108337,21.72,0,High,Pass,Full Pull
O108338,36.97,27,Medium,Pass,Partial Pull
O108339,58.55,18,Medium,Pass,Partial Pull
O108340,23.75,7,Medium,Pass,Partial Pull
O108341,53.54,14,Medium,Pass,Partial Pull
O108342,22.57,0,High,Pass,Full Pull
O108343,31.72,24,Medium,Pass,Partial Pull
O108344,41.06,16,Low,Rework,Partial Pull
O108345,20.77,0,High,Fail,No Pull
O108346,29.29,14,Medium,Pass,Partial Pull
O108347,13.89,2,Medium,Fail,No Pull
O108348,49.06,12,Medium,Pass,Partial Pull
O108349,65.08,26,Low,Pass,No Pull
O108350,46.2,20,Medium,Pass,Partial Pull
O108351,48.51,14,Medium,Rework,Partial Pull
O108352,35.15,15,Medium,Fail,No Pull
O108353,35.89,15,Medium,Pass,Partial Pull
O108354,12.07,3,Medium,Pass,Partial Pull
O108355,29.62,6,High,Pass,Full Pull
O108356,44.04,25,Medium,Pass,Partial Pull
O108357,73.23,28,Medium,Pass,Partial Pull
O108358,25.34,4,High,Pass,Full Pull
O108359,49.63,28,Low,Pass,No Pull
O108360,17.06,0,High,Rework,Full Pull
O108361,36.71,16,Medium,Pass,Partial Pull
O108362,51.48,25,Medium,Pass,Partial Pull
O108363,30.15,6,High,Rework,Full Pull
O108364,68.57,29,Medium,Pass,Partial Pull
O108365,50.52,30,Low,Pass,No Pull
O108366,57.95,13,Medium,Fail,No Pull
O108367,38.38,27,Medium,Pass,Partial Pull
O108368,16.96,2,High,Pass,Full Pull
O108369,46.71,16,Medium,Pass,Partial Pull
O108370,14.92,9,High,Rework,Partial Pull
O108371,36.87,19,Medium,Rework,Partial Pull
O108372,18.07,7,Medium,Pass,Partial Pull
O108373,29.51,13,Medium,Pass,Partial Pull
O108374,70.59,22,Medium,Pass,Partial Pull
O108375,15.94,6,Medium,Pass,Partial Pull
O108376,53.61,26,Low,Pass,No Pull
O108377,37.86,21,Medium,Pass,Partial Pull
O108378,27.11,7,Medium,Pass,Partial Pull
O108379,51.5,20,Medium,Rework,Partial Pull
O108380,17.21,9,High,Pass,Partial Pull
O108381,36.77,16,Medium,Pass,Partial Pull
O108382,42.77,18,Medium,Pass,Partial Pull
O108383,46.34,25,Medium,Pass,Partial Pull
O108384,24.41,10,Medium,Pass,Partial Pull
O108385,43.28,14,High,Pass,Partial Pull
O108386,59.92,13,Medium,Fail,No Pull
O108387,49.99,26,Low,Pass,No Pull
O108388,35.58,26,Low,Pass,No Pull
O108389,32.43,6,Medium,Pass,Partial Pull
O108390,16.96,3,High,Pass,Full Pull
O108391,56.18,29,Low,Rework,No Pull
O108392,24.91,5,High,Pass,Full Pull
O108393,28.68,6,High,Pass,Full Pull
O108394,30.31,3,Medium,Pass,Partial Pull
O108395,25.67,4,Medium,Pass,Partial Pull
O108396,27.19,1,High,Pass,Full Pull
O108397,52.9,18,Medium,Pass,Partial Pull
O108398,37.68,15,Medium,Pass,Partial Pull
O108399,34.3,2,High,Pass,Full Pull
O108400,52.29,20,Medium,Pass,Partial Pull
O108401,24.65,5,High,Pass,Full Pull
O108402,34.76,16,Medium,Pass,Partial Pull
O108403,51.11,22,Medium,Pass,Partial Pull
O108404,35.32,13,Medium,Pass,Partial Pull
O108405,39.07,9,Medium,Rework,Partial Pull
O108406,66.71,27,Low,Pass,No Pull
O108407,43.4,24,Medium,Fail,No Pull
O108408,58.68,26,Medium,Pass,Partial Pull
O108409,38.49,4,Medium,Pass,Partial Pull
O108410,33.67,8,High,Fail,No Pull
O108411,20.88,11,Medium,Pass,Partial Pull
O108412,24.32,5,High,Fail,No Pull
O108413,27.99,11,Medium,Pass,Partial Pull
O108414,30.61,7,Medium,Pass,Partial Pull
O108415,28.83,14,Medium,Pass,Partial Pull
O108416,48.5,21,Low,Pass,No Pull
O108417,44.97,12,High,Pass,Partial Pull
O108418,45.04,22,Medium,Pass,Partial Pull
O108419,23.89,11,Medium,Pass,Partial Pull
O108420,42.61,15,Medium,Pass,Partial Pull
O108421,23.25,10,Medium,Pass,Partial Pull
O108422,36.66,2,Medium,Rework,Partial Pull
O108423,29.4,0,High,Pass,Full Pull
O108424,20.56,5,Medium,Pass,Partial Pull
O108425,50.56,19,Medium,Pass,Partial Pull
O108426,36.39,3,High,Pass,Full Pull
O108427,47.59,14,High,Rework,Partial Pull
O108428,37.8,4,Medium,Pass,Partial Pull
O108429,17.39,11,Medium,Pass,Partial Pull
O108430,21.77,8,Medium,Pass,Partial Pull
O108431,46.63,6,Medium,Pass,Partial Pull
O108432,42.55,15,Medium,Fail,No Pull
O108433,71.28,27,Medium,Pass,Partial Pull
O108434,34.61,20,Medium,Pass,Partial Pull
O108435,24.1,7,Medium,Pass,Partial Pull
O108436,37.34,26,Low,Pass,No Pull
O108437,41.51,28,Low,Rework,No Pull
O108438,42.16,23,Low,Pass,No Pull
O108439,24.5,6,Medium,Pass,Partial Pull
O108440,26.64,5,Medium,Pass,Partial Pull
O108441,56.28,30,Medium,Rework,Partial Pull
O108442,78.37,27,Medium,Pass,Partial Pull
O108443,44.28,13,Medium,Pass,Partial Pull
O108444,56.49,14,Medium,Pass,Partial Pull
O108445,27.48,16,Medium,Pass,Partial Pull
O108446,43.79,27,Medium,Pass,Partial Pull
O108447,41.42,9,Medium,Pass,Partial Pull
O108448,43.37,21,Medium,Pass,Partial Pull
O108449,52.74,29,Low,Pass,No Pull
O108450,35.43,9,Medium,Pass,Partial Pull
O108451,42.4,8,High,Pass,Full Pull
O108452,25.46,4,Medium,Pass,Partial Pull
O108453,60.48,22,Low,Pass,No Pull
O108454,44.25,8,High,Rework,Full Pull
O108455,27.31,0,High,Fail,No Pull
O108456,90.61,15,Medium,Pass,Partial Pull
O108457,58.29,17,Low,Pass,Partial Pull
O108458,20.62,0,High,Pass,Full Pull
O108459,74.26,22,Medium,Pass,Partial Pull
O108460,61.82,17,Medium,Pass,Partial Pull
O108461,53.73,14,Medium,Pass,Partial Pull
O108462,33.31,10,High,Pass,Partial Pull
O108463,43.81,19,Medium,Pass,Partial Pull
O108464,50.57,23,Medium,Pass,Partial Pull
O108465,55.56,23,Medium,Pass,Partial Pull
O108466,23.44,12,Medium,Pass,Partial Pull
O108467,32.79,15,Medium,Pass,Partial Pull
O108468,36.23,7,Medium,Pass,Partial Pull
O108469,20.33,6,Medium,Pass,Partial Pull
O108470,36.67,26,Medium,Pass,Partial Pull
O108471,29.1,12,Medium,Pass,Partial Pull
O108472,24.39,8,Medium,Pass,Partial Pull
O108473,36.37,22,Medium,Pass,Partial Pull
O108474,48.7,21,Medium,Pass,Partial Pull
O108475,44.43,8,Medium,Pass,Partial Pull
O108476,12.68,5,High,Pass,Full Pull
O108477,36.93,19,Medium,Pass,Partial Pull
O108478,69.46,28,Low,Pass,No Pull
O108479,27.72,4,Medium,Pass,Partial Pull
O108480,33.5,7,Medium,Pass,Partial Pull
O108481,39.43,28,Medium,Pass,Partial Pull
O108482,44.11,22,Medium,Rework,Partial Pull
O108483,58.23,18,Low,Pass,No Pull
O108484,29.33,10,High,Pass,Partial Pull
O108485,25.78,14,Low,Fail,No Pull
O108486,46.99,5,Medium,Rework,Partial Pull
O108487,23.18,25,Medium,Pass,Partial Pull
O108488,30.32,15,Medium,Pass,Partial Pull
O108489,62.59,24,Low,Pass,No Pull
O108490,57.15,27,Medium,Pass,Partial Pull
O108491,25.54,3,High,Fail,No Pull
O108492,43.99,26,Low,Pass,No Pull
O108493,56.25,9,Medium,Fail,No Pull
O108494,25.71,10,Medium,Pass,Partial Pull
O108495,31.18,14,Medium,Pass,Partial Pull
O108496,26.4,9,High,Pass,Partial Pull
O108497,40.14,10,Medium,Pass,Partial Pull
O108498,27.93,21,Low,Pass,No Pull
O108499,19.42,9,Medium,Pass,Partial Pull
O108500,30.79,18,Medium,Pass,Partial Pull
O108501,24.25,10,Medium,Pass,Partial Pull
O108502,31.97,10,High,Pass,Partial Pull
O108503,30.26,4,High,Pass,Full Pull
O108504,47.4,26,Medium,Rework,Partial Pull
O108505,30.29,3,High,Pass,Full Pull
O108506,31.5,17,Medium,Pass,Partial Pull
O108507,26.55,8,Medium,Pass,Partial Pull
O108508,52.72,30,Low,Pass,No Pull
O108509,26.79,2,High,Pass,Full Pull
O108510,54.94,13,Medium,Pass,Partial Pull
O108511,42.82,15,Medium,Pass,Partial Pull
O108512,53.72,30,Medium,Rework,Partial Pull
O108513,25.4,4,High,Pass,Full Pull
O108514,52.94,25,Low,Pass,No Pull
O108515,40.53,2,High,Pass,Full Pull
O108516,42.18,8,High,Pass,Full Pull
O108517,59.64,25,Medium,Rework,Partial Pull
O108518,27.86,11,Medium,Pass,Partial Pull
O108519,28.29,18,Medium,Pass,Partial Pull
O108520,32.83,12,Medium,Pass,Partial Pull
O108521,50.53,27,Low,Pass,No Pull
O108522,32.66,2,Medium,Rework,Partial Pull
O108523,53.83,30,Medium,Pass,Partial Pull
O108524,28.46,7,High,Pass,Full Pull
O108525,56.21,18,Medium,Pass,Partial Pull
O108526,33.16,8,Medium,Pass,Partial Pull
O108527,60.34,24,Low,Pass,No Pull
O108528,37.01,21,Medium,Pass,Partial Pull
O108529,20.74,4,High,Pass,Full Pull
O108530,29.27,7,Medium,Pass,Partial Pull
O108531,54.49,21,Medium,Pass,Partial Pull
O108532,45.66,15,Medium,Pass,Partial Pull
O108533,42.09,17,Medium,Pass,Partial Pull
O108534,44.89,11,Medium,Pass,Partial Pull
O108535,49.97,20,Medium,Pass,Partial Pull
O108536,46.81,28,Medium,Pass,Partial Pull
O108537,33.51,3,High,Pass,Full Pull
O108538,33.2,21,Medium,Pass,Partial Pull
O108539,57.2,29,Low,Pass,No Pull
O108540,21.21,6,High,Pass,Full Pull
O108541,37.41,12,High,Pass,Partial Pull
O108542,32.44,17,Low,Pass,Partial Pull
O108543,79.27,24,Medium,Pass,Partial Pull
O108544,49.35,21,Medium,Pass,Partial Pull
O108545,40.25,30,Low,Pass,No Pull
O108546,43.93,17,Medium,Rework,Partial Pull
O108547,76.86,27,Medium,Pass,Partial Pull
O108548,36.25,16,Medium,Pass,Partial Pull
O108549,19.53,9,Medium,Pass,Partial Pull
O108550,39.86,20,Medium,Pass,Partial Pull
O108551,26.76,12,Medium,Pass,Partial Pull
O108552,38.89,20,Medium,Rework,Partial Pull
O108553,59.03,20,Low,Pass,No Pull
O108554,16.22,2,Medium,Pass,Partial Pull
O108555,34.52,16,Medium,Pass,Partial Pull
O108556,22.81,0,High,Pass,Full Pull
O108557,33.31,12,Medium,Pass,Partial Pull
O108558,33.64,20,Low,Pass,No Pull
O108559,52.7,20,Medium,Pass,Partial Pull
O108560,24.32,3,High,Pass,Full Pull
O108561,34.33,28,Low,Pass,No Pull
O108562,32.65,22,Medium,Pass,Partial Pull
O108563,27.99,9,High,Pass,Partial Pull
O108564,39.63,13,Medium,Pass,Partial Pull
O108565,18.88,3,High,Pass,Full Pull
O108566,41.57,11,Medium,Pass,Partial Pull
O108567,37.11,20,Medium,Pass,Partial Pull
O108568,65.88,27,Low,Pass,No Pull
O108569,38.95,18,Medium,Pass,Partial Pull
O108570,38.36,8,High,Pass,Full Pull
O108571,63.63,28,Low,Pass,No Pull
O108572,29.81,16,High,Pass,Partial Pull
O108573,40.01,23,Medium,Pass,Partial Pull
O108574,30.28,21,Medium,Pass,Partial Pull
O108575,45.06,12,Medium,Rework,Partial Pull
O108576,27.13,0,High,Pass,Full Pull
O108577,36.05,19,Medium,Pass,Partial Pull
O108578,67.67,27,Medium,Pass,Partial Pull
O108579,49.53,26,Low,Pass,No Pull
O108580,56.48,26,Medium,Pass,Partial Pull
O108581,34.36,10,Medium,Pass,Partial Pull
O108582,38.85,28,Low,Pass,No Pull
O108583,14.31,0,High,Fail,No Pull
O108584,38.23,9,Medium,Pass,Partial Pull
O108585,52.31,19,Medium,Pass,Partial Pull
O108586,25.19,9,High,Pass,Partial Pull
O108587,10.64,0,High,Pass,Full Pull
O108588,21.51,5,Medium,Pass,Partial Pull
O108589,50.4,29,Low,Rework,No Pull
O108590,41.3,13,Medium,Pass,Partial Pull
O108591,18.49,5,High,Pass,Full Pull
O108592,44.44,19,Medium,Pass,Partial Pull
O108593,32.35,11,Medium,Pass,Partial Pull
O108594,27.55,12,Medium,Pass,Partial Pull
O108595,48.02,29,Medium,Pass,Partial Pull
O108596,37.23,16,Medium,Rework,Partial Pull
O108597,36.07,2,High,Pass,Full Pull
O108598,65.03,29,Low,Fail,No Pull
O108599,28.17,0,High,Pass,Full Pull
O108600,48.46,21,Low,Rework,No Pull
O108601,12.61,3,High,Rework,Full Pull
O108602,18.52,8,Medium,Pass,Partial Pull
O108603,67.11,30,Low,Pass,No Pull
O108604,29.56,5,Medium,Pass,Partial Pull
O108605,39.46,30,Medium,Pass,Partial Pull
O108606,34.38,9,High,Pass,Partial Pull
O108607,35.62,11,High,Pass,Partial Pull
O108608,63.5,29,Low,Pass,No Pull
O108609,37.81,23,Low,Pass,No Pull
O108610,31.33,9,High,Rework,Partial Pull
O108611,52.85,22,Medium,Pass,Partial Pull
O108612,48.26,14,Medium,Rework,Partial Pull
O108613,30.29,3,High,Pass,Full Pull
O108614,22.54,7,High,Pass,Full Pull
O108615,24.58,7,High,Pass,Full Pull
O108616,40.06,14,Medium,Pass,Partial Pull
O108617,59.53,27,Medium,Pass,Partial Pull
O108618,47.99,17,Medium,Fail,No Pull
O108619,28.18,5,High,Pass,Full Pull
O108620,49.29,18,Medium,Pass,Partial Pull
O108621,51.45,16,Medium,Pass,Partial Pull
O108622,24.3,12,Medium,Pass,Partial Pull
O108623,16.35,7,High,Pass,Full Pull
O108624,39.09,22,Low,Pass,No Pull
O108625,33.9,17,Medium,Pass,Partial Pull
O108626,33.88,13,Medium,Pass,Partial Pull
O108627,37.18,6,Medium,Pass,Partial Pull
O108628,8.48,3,Medium,Pass,Partial Pull
O108629,41.72,6,High,Pass,Full Pull
O108630,38.98,19,Low,Pass,No Pull
O108631,19.2,1,High,Pass,Full Pull
O108632,30.14,2,High,Pass,Full Pull
O108633,68.96,30,Low,Pass,No Pull
O108634,35.73,8,Medium,Fail,No Pull
O108635,38.88,3,Medium,Rework,Partial Pull
O108636,61.29,29,Medium,Pass,Partial Pull
O108637,44.41,12,Medium,Rework,Partial Pull
O108638,22.56,0,High,Rework,Full Pull
O108639,28.69,12,Medium,Fail,No Pull
O108640,8.1,0,Medium,Pass,Partial Pull
O108641,48.85,9,Medium,Fail,No Pull
O108642,82.33,29,Low,Pass,No Pull
O108643,58.86,24,Medium,Rework,Partial Pull
O108644,40.56,12,Medium,Pass,Partial Pull
O108645,31.65,10,Medium,Pass,Partial Pull
O108646,31.17,18,Medium,Pass,Partial Pull
O108647,36.35,19,Medium,Pass,Partial Pull
O108648,37.55,23,Medium,Pass,Partial Pull
O108649,60.15,16,Medium,Pass,Partial Pull
O108650,33.9,2,Medium,Pass,Partial Pull
O108651,56.38,26,Low,Pass,No Pull
O108652,50.51,10,Medium,Pass,Partial Pull
O108653,49.32,25,Medium,Pass,Partial Pull
O108654,32.66,25,Medium,Rework,Partial Pull
O108655,34.71,6,High,Pass,Full Pull
O108656,32.49,15,Medium,Rework,Partial Pull
O108657,54.92,23,Medium,Pass,Partial Pull
O108658,35.78,11,Medium,Pass,Partial Pull
O108659,29.44,24,Medium,Rework,Partial Pull
O108660,34.49,16,Medium,Pass,Partial Pull
O108661,42.95,28,Low,Pass,No Pull
O108662,74.23,27,Medium,Pass,Partial Pull
O108663,77.42,29,Medium,Pass,Partial Pull
O108664,18.51,6,Medium,Pass,Partial Pull
O108665,49.68,22,Medium,Pass,Partial Pull
O108666,38.89,23,Medium,Pass,Partial Pull
O108667,48.15,13,Medium,Pass,Partial Pull
O108668,38.1,5,Medium,Pass,Partial Pull
O108669,31.26,9,Medium,Pass,Partial Pull
O108670,54.78,15,Medium,Pass,Partial Pull
O108671,50.39,26,Medium,Pass,Partial Pull
O108672,58.61,28,Medium,Pass,Partial Pull
O108673,56.28,28,Low,Pass,No Pull
O108674,37.29,29,Low,Pass,No Pull
O108675,28.37,3,High,Pass,Full Pull
O108676,53.54,30,Low,Pass,No Pull
O108677,25.0,17,Medium,Pass,Partial Pull
O108678,23.77,3,Medium,Fail,No Pull
O108679,17.65,4,Medium,Pass,Partial Pull
O108680,32.15,7,Medium,Pass,Partial Pull
O108681,26.61,7,High,Rework,Full Pull
O108682,25.51,3,Medium,Pass,Partial Pull
