order_id,workstation_id,product_type,batch_size,wip_level,machine_utilization_pct,operator_skill,setup_condition,machine_condition,setup_time_min,processing_time_min,queue_delay_min,breakdown_event,breakdown_delay_min,cycle_time_min
O108386,WS1,Custom,83,13,73.7,1,Poor,Critical,15.24,26.05,19.36,0,0.0,60.29
O108387,WS3,Standard,77,26,73.5,5,Normal,Healthy,6.8,18.44,24.83,0,0.0,49.4
O108388,WS2,Standard,25,26,91.2,3,Good,Degraded,5.42,5.92,27.11,0,0.0,38.68
O108389,WS1,Standard,88,6,79.8,3,Normal,Degraded,6.03,19.32,4.65,0,0.0,29.79
O108390,WS2,Standard,30,3,73.9,4,Normal,Healthy,8.27,5.39,3.49,0,0.0,17.08
O108391,WS4,Standard,89,29,74.1,4,Good,Healthy,3.29,19.15,28.89,0,0.0,52.24
O108392,WS5,Standard,36,5,93.5,3,Good,Healthy,3.31,13.12,7.86,0,0.0,25.18
O108393,WS3,Standard,55,6,87.0,5,Normal,Degraded,6.43,17.2,3.85,0,0.0,25.72
O108394,WS4,Custom,97,3,82.8,2,Good,Healthy,1.12,26.36,3.26,0,0.0,32.29
O108395,WS4,Standard,47,4,66.0,5,Normal,Degraded,5.03,15.37,5.69,0,0.0,27.93
O108396,WS4,Custom,70,1,82.9,5,Normal,Healthy,6.56,20.51,1.26,0,0.0,27.34
O108397,WS6,Standard,63,18,77.4,1,Normal,Healthy,5.77,24.33,26.36,0,0.0,53.28
O108398,WS4,Standard,16,15,69.1,4,Poor,Degraded,8.66,7.13,23.44,0,0.0,37.14
O108399,WS4,Custom,82,2,72.8,1,Normal,Healthy,6.16,23.59,2.74,0,0.0,33.16
O108400,WS6,Standard,42,20,88.4,3,Normal,Degraded,8.14,20.28,20.41,0,0.0,48.06
O108401,WS4,Custom,53,5,94.9,5,Good,Healthy,4.75,16.57,3.95,0,0.0,26.02
O108402,WS3,Custom,37,16,67.3,1,Normal,Healthy,8.4,11.54,14.42,0,0.0,37.54
O108403,WS5,Premium,100,22,68.8,3,Normal,Healthy,6.1,30.27,13.33,0,0.0,47.86
O108404,WS2,Standard,60,13,88.3,4,Poor,Healthy,10.93,15.2,8.15,0,0.0,33.97
O108405,WS4,Premium,68,9,75.1,3,Normal,Degraded,6.21,23.42,11.32,0,0.0,43.36
O108406,WS5,Standard,57,27,86.6,1,Good,Healthy,6.13,19.04,39.95,0,0.0,64.2
O108407,WS4,Standard,38,24,74.9,1,Normal,Healthy,9.72,13.95,22.89,0,0.0,43.84
O108408,WS2,Custom,63,26,86.9,3,Poor,Healthy,10.61,18.86,29.53,0,0.0,59.06
O108409,WS3,Premium,82,4,63.5,1,Normal,Healthy,7.13,22.31,6.34,0,0.0,38.63
O108410,WS5,Premium,18,8,86.6,1,Normal,Degraded,7.14,13.56,11.5,0,0.0,33.62
O108411,WS3,Standard,23,11,54.8,5,Normal,Healthy,4.29,6.34,16.23,0,0.0,24.85
O108412,WS6,Standard,24,5,91.1,3,Normal,Critical,4.22,16.93,3.95,0,0.0,23.67
O108413,WS1,Standard,95,11,79.6,3,Good,Healthy,2.73,14.56,13.97,0,0.0,27.92
O108414,WS4,Premium,62,7,85.3,1,Good,Healthy,2.83,20.3,7.35,0,0.0,31.31
O108415,WS2,Premium,40,14,82.8,4,Normal,Healthy,5.74,10.31,9.1,0,0.0,26.54
O108416,WS4,Standard,28,21,59.5,3,Poor,Healthy,10.94,9.08,27.77,0,0.0,48.02
O108417,WS6,Standard,72,12,96.4,2,Poor,Degraded,10.5,34.69,10.26,0,0.0,54.38
O108418,WS4,Custom,57,22,84.0,4,Good,Degraded,5.66,18.61,26.73,0,0.0,51.29
O108419,WS3,Standard,66,11,89.1,2,Good,Healthy,2.41,15.74,11.29,0,0.0,26.75
O108420,WS6,Standard,75,15,70.4,3,Good,Degraded,3.47,23.34,11.05,0,0.0,37.16
O108421,WS3,Custom,18,10,82.9,3,Normal,Healthy,6.55,6.31,12.04,0,0.0,25.89
O108422,WS4,Standard,71,2,64.3,2,Normal,Degraded,8.51,20.95,2.76,0,0.0,33.34
O108423,WS2,Custom,75,0,81.8,5,Poor,Healthy,12.37,17.06,0.0,0,0.0,29.97
O108424,WS4,Premium,35,5,68.7,4,Good,Degraded,3.47,13.44,5.96,0,0.0,19.62
O108425,WS5,Standard,38,19,99.0,2,Normal,Healthy,7.06,15.87,24.27,0,0.0,44.91
O108426,WS3,Standard,63,3,87.3,1,Normal,Critical,8.54,24.71,3.28,0,0.0,35.47
O108427,WS2,Custom,44,14,96.0,2,Good,Critical,4.27,18.38,20.04,0,0.0,44.52
O108428,WS1,Standard,94,4,77.0,3,Poor,Healthy,11.42,18.15,5.58,0,0.0,34.47
O108429,WS2,Premium,18,11,84.8,3,Normal,Healthy,5.72,5.25,8.86,0,0.0,19.46
O108430,WS6,Standard,25,8,90.9,3,Good,Healthy,4.0,10.54,6.96,0,0.0,22.12
O108431,WS6,Premium,83,6,67.1,1,Good,Healthy,3.33,28.92,7.86,1,6.62,46.55
O108432,WS4,Standard,71,15,71.9,4,Poor,Healthy,11.0,21.01,13.05,0,0.0,44.98
O108433,WS5,Standard,88,27,91.7,2,Normal,Healthy,6.7,28.55,36.2,0,0.0,69.78
O108434,WS1,Custom,12,20,77.4,2,Normal,Degraded,6.18,4.37,23.3,0,0.0,32.57
O108435,WS6,Custom,22,7,71.0,3,Normal,Healthy,8.07,11.7,4.58,0,0.0,24.6
O108436,WS2,Standard,86,26,72.4,5,Good,Healthy,3.6,14.24,17.43,0,0.0,38.0
O108437,WS1,Custom,83,28,65.3,1,Normal,Degraded,8.64,19.0,17.84,0,0.0,43.9
O108438,WS2,Standard,85,23,56.5,5,Poor,Healthy,10.21,16.27,22.85,0,0.0,48.72
O108439,WS3,Standard,91,6,59.6,4,Good,Healthy,3.95,13.23,6.4,0,0.0,24.05
O108440,WS4,Standard,30,5,80.5,3,Normal,Critical,5.31,11.79,6.87,0,0.0,26.84
O108441,WS1,Custom,18,30,88.1,1,Good,Healthy,3.33,6.48,44.35,0,0.0,55.71
O108442,WS3,Custom,36,27,99.0,4,Good,Healthy,2.85,12.19,41.91,1,15.14,69.74
O108443,WS5,Custom,100,13,79.5,4,Good,Healthy,4.07,25.46,14.29,0,0.0,43.01
O108444,WS5,Standard,57,14,64.6,3,Poor,Degraded,7.89,24.23,18.85,1,3.71,53.67
O108445,WS2,Standard,10,16,79.7,5,Good,Healthy,4.66,3.5,20.91,0,0.0,26.95
O108446,WS2,Standard,77,27,88.4,5,Good,Healthy,5.43,13.6,24.34,0,0.0,43.26
O108447,WS4,Standard,86,9,92.4,5,Normal,Healthy,6.5,21.33,9.28,0,0.0,39.81
O108448,WS4,Standard,21,21,91.2,2,Good,Healthy,4.89,8.94,29.73,0,0.0,43.79
O108449,WS3,Premium,60,29,86.9,4,Normal,Healthy,7.75,19.81,27.46,0,0.0,55.4
O108450,WS4,Standard,77,9,81.1,1,Poor,Healthy,9.89,24.69,6.88,0,0.0,39.45
O108451,WS3,Custom,97,8,88.8,3,Good,Critical,5.49,31.04,6.09,0,0.0,44.34
O108452,WS3,Custom,65,4,65.8,1,Good,Healthy,2.24,17.63,5.06,0,0.0,25.55
O108453,WS5,Standard,40,22,55.9,2,Poor,Degraded,12.11,20.33,26.36,0,0.0,59.35
O108454,WS6,Standard,92,8,99.0,4,Good,Degraded,3.52,33.9,6.1,0,0.0,45.09
O108455,WS4,Standard,42,0,79.4,3,Good,Critical,3.03,14.93,0.0,1,11.01,27.86
O108456,WS2,Standard,67,15,86.4,5,Poor,Degraded,14.09,20.26,20.71,1,38.48,90.95
O108457,WS6,Standard,86,17,46.4,1,Poor,Healthy,4.61,28.94,23.24,0,0.0,57.2
O108458,WS1,Standard,58,0,98.5,5,Normal,Degraded,5.62,15.54,0.0,0,0.0,20.74
O108459,WS6,Custom,74,22,93.9,4,Normal,Healthy,8.75,28.21,29.72,0,0.0,65.94
O108460,WS4,Standard,86,17,61.2,3,Poor,Healthy,13.33,22.58,22.19,0,0.0,60.89
O108461,WS5,Standard,64,14,76.2,1,Normal,Healthy,6.14,22.41,20.74,0,0.0,51.26
O108462,WS3,Standard,48,10,83.2,1,Normal,Healthy,7.74,14.7,12.32,0,0.0,35.17
O108463,WS3,Standard,68,19,64.8,3,Normal,Healthy,4.69,16.45,19.6,0,0.0,38.92
O108464,WS2,Standard,46,23,85.9,3,Normal,Degraded,8.0,13.46,19.61,0,0.0,47.88
O108465,WS1,Standard,72,23,92.5,3,Normal,Healthy,6.73,14.09,34.38,0,0.0,56.05
O108466,WS2,Premium,17,12,83.9,2,Good,Healthy,3.5,6.7,13.49,0,0.0,23.62
O108467,WS2,Standard,14,15,61.2,4,Normal,Healthy,7.06,6.82,20.2,0,0.0,32.95
O108468,WS4,Custom,53,7,67.6,4,Normal,Degraded,8.39,20.18,5.56,0,0.0,33.71
O108469,WS6,Custom,20,6,78.5,2,Good,Healthy,4.98,9.3,6.85,0,0.0,19.47
O108470,WS1,Standard,76,26,77.0,2,Good,Healthy,4.61,11.2,21.26,0,0.0,34.9
O108471,WS5,Custom,26,12,77.2,3,Normal,Degraded,3.37,12.01,12.99,0,0.0,27.99
O108472,WS2,Standard,55,8,76.8,4,Good,Degraded,3.92,13.39,5.65,0,0.0,24.74
O108473,WS4,Standard,26,22,58.4,3,Good,Healthy,4.62,8.02,24.64,0,0.0,37.13
O108474,WS4,Standard,93,21,89.7,1,Good,Healthy,3.84,25.1,21.62,0,0.0,45.69
O108475,WS5,Custom,86,8,87.5,5,Good,Healthy,4.82,24.9,10.09,0,0.0,42.7
O108476,WS1,Standard,10,5,86.3,2,Normal,Critical,5.92,5.51,4.07,0,0.0,12.94
O108477,WS1,Custom,45,19,85.2,4,Good,Healthy,3.38,8.92,24.71,0,0.0,35.35
O108478,WS1,Custom,95,28,76.6,1,Good,Degraded,3.93,20.25,42.78,0,0.0,68.69
O108479,WS6,Standard,54,4,72.7,2,Normal,Healthy,4.94,18.44,5.13,0,0.0,29.59
O108480,WS3,Custom,86,7,67.8,3,Good,Healthy,4.12,19.46,8.25,0,0.0,34.22
O108481,WS4,Standard,18,28,98.5,5,Good,Healthy,3.15,7.41,30.39,0,0.0,42.36
O108482,WS2,Standard,49,22,79.8,3,Normal,Healthy,7.34,13.16,28.57,0,0.0,50.68
O108483,WS3,Standard,89,18,60.1,1,Normal,Degraded,8.63,20.59,28.6,0,0.0,56.46
O108484,WS3,Standard,27,10,79.6,5,Normal,Degraded,7.82,9.75,12.78,0,0.0,29.28
O108485,WS2,Custom,10,14,55.0,2,Normal,Healthy,8.95,3.5,10.18,0,0.0,23.13
O108486,WS3,Custom,76,5,83.0,2,Poor,Degraded,14.53,28.38,3.24,0,0.0,45.43
O108487,WS2,Custom,17,25,81.7,1,Good,Healthy,3.88,4.46,17.24,0,0.0,25.9
O108488,WS2,Premium,37,15,73.5,4,Normal,Healthy,4.28,11.34,9.05,0,0.0,26.96
O108489,WS3,Standard,83,24,68.7,3,Normal,Healthy,6.33,18.06,32.44,0,0.0,58.23
O108490,WS5,Standard,91,27,86.7,2,Good,Healthy,2.83,24.76,26.82,0,0.0,56.82
O108491,WS2,Standard,21,3,79.0,4,Poor,Degraded,14.3,9.05,2.5,0,0.0,25.56
O108492,WS2,Standard,55,26,56.7,1,Good,Healthy,4.17,10.89,31.8,0,0.0,46.58
O108493,WS2,Custom,82,9,94.4,3,Poor,Degraded,8.87,27.71,13.4,0,0.0,51.67
O108494,WS5,Standard,45,10,68.7,4,Normal,Healthy,7.96,15.2,6.42,0,0.0,25.24
O108495,WS2,Custom,41,14,64.2,5,Normal,Degraded,7.4,11.31,11.41,0,0.0,32.24
O108496,WS5,Standard,59,9,96.3,4,Good,Healthy,4.01,17.37,7.22,0,0.0,28.1
O108497,WS2,Custom,80,10,92.7,3,Poor,Healthy,12.53,23.91,6.54,0,0.0,42.17
O108498,WS2,Standard,13,21,75.0,1,Normal,Degraded,6.94,6.31,15.18,0,0.0,26.8
O108499,WS3,Standard,14,9,65.0,2,Good,Healthy,4.28,6.61,8.36,0,0.0,19.67
O108500,WS3,Standard,19,18,69.1,3,Good,Healthy,5.16,3.65,19.94,0,0.0,30.12
O108501,WS3,Standard,41,10,74.8,3,Normal,Degraded,4.1,12.82,8.73,0,0.0,26.04
O108502,WS3,Standard,35,10,94.6,3,Good,Degraded,5.16,11.05,15.54,0,0.0,29.18
O108503,WS6,Standard,53,4,95.5,4,Normal,Healthy,6.39,20.52,2.9,0,0.0,32.24
O108504,WS5,Standard,37,26,82.0,5,Normal,Degraded,5.58,13.43,36.13,0,0.0,51.88
O108505,WS6,Standard,66,3,87.8,3,Good,Degraded,5.09,24.13,3.61,0,0.0,33.71
O108506,WS6,Standard,39,17,77.5,1,Normal,Degraded,7.26,18.86,10.91,0,0.0,35.6
O108507,WS3,Custom,86,8,69.5,3,Good,Healthy,3.86,17.04,5.81,0,0.0,25.37
O108508,WS5,Standard,38,30,62.0,2,Poor,Healthy,12.94,12.62,30.19,0,0.0,52.39
O108509,WS3,Standard,32,2,83.9,3,Poor,Critical,8.59,15.25,2.62,0,0.0,23.81
O108510,WS4,Premium,88,13,90.8,3,Good,Healthy,5.23,28.21,19.32,0,0.0,55.38
O108511,WS5,Standard,69,15,73.9,3,Normal,Healthy,7.91,20.92,10.07,0,0.0,38.88
O108512,WS4,Custom,14,30,94.3,3,Normal,Critical,5.55,8.46,38.17,1,8.24,60.23
O108513,WS3,Custom,23,4,75.4,2,Poor,Healthy,11.72,9.99,4.01,0,0.0,25.75
O108514,WS1,Standard,14,25,81.0,1,Good,Healthy,5.04,4.73,37.53,0,0.0,48.8
O108515,WS6,Standard,82,2,77.3,5,Normal,Degraded,6.71,28.73,2.34,0,0.0,37.81
O108516,WS1,Standard,67,8,94.8,3,Poor,Degraded,10.77,17.91,9.55,0,0.0,38.6
O108517,WS1,Standard,94,25,85.9,2,Good,Critical,3.35,20.9,36.54,0,0.0,61.13
O108518,WS1,Standard,39,11,79.3,5,Normal,Degraded,6.11,10.66,9.52,0,0.0,26.07
O108519,WS4,Standard,14,18,80.9,1,Good,Healthy,4.86,5.05,21.63,0,0.0,30.72
O108520,WS2,Standard,51,12,65.7,2,Normal,Healthy,7.21,12.52,9.87,0,0.0,30.84
O108521,WS6,Standard,17,27,53.2,4,Good,Healthy,5.18,7.87,38.84,0,0.0,50.7
O108522,WS4,Standard,23,2,73.6,3,Poor,Degraded,6.32,10.41,3.0,1,11.12,32.88
O108523,WS5,Standard,81,30,77.7,5,Good,Healthy,3.09,18.73,29.79,0,0.0,53.34
O108524,WS1,Standard,44,7,86.4,2,Good,Healthy,5.9,9.17,10.74,0,0.0,27.58
O108525,WS3,Custom,90,18,78.0,4,Normal,Healthy,6.48,21.53,28.29,0,0.0,54.54
O108526,WS4,Custom,56,8,74.4,3,Normal,Healthy,7.61,17.69,6.47,0,0.0,33.86
O108527,WS2,Standard,68,24,44.6,3,Normal,Healthy,7.52,12.45,29.01,0,0.0,50.5
O108528,WS3,Standard,85,21,86.3,3,Normal,Healthy,5.24,19.79,18.23,0,0.0,40.54
O108529,WS5,Standard,51,4,82.5,5,Good,Healthy,4.77,14.29,3.38,0,0.0,21.54
O108530,WS4,Custom,39,7,89.8,4,Normal,Critical,4.68,18.75,7.05,0,0.0,34.0
O108531,WS6,Standard,79,21,80.3,2,Good,Degraded,3.69,29.89,19.83,0,0.0,53.01
O108532,WS4,Custom,85,15,93.8,3,Good,Healthy,5.9,25.94,16.05,0,0.0,50.68
O108533,WS2,Custom,37,17,73.4,3,Poor,Degraded,11.23,15.82,12.17,0,0.0,41.15
O108534,WS6,Standard,84,11,79.5,4,Normal,Healthy,6.32,26.32,11.04,0,0.0,42.34
O108535,WS6,Standard,100,20,82.9,3,Good,Healthy,5.81,28.2,13.05,0,0.0,47.99
O108536,WS3,Standard,27,28,87.9,3,Good,Healthy,3.13,7.29,37.53,0,0.0,47.79
O108537,WS1,Custom,87,3,85.0,3,Poor,Degraded,11.46,22.14,2.81,0,0.0,33.46
O108538,WS2,Standard,17,21,85.7,2,Good,Degraded,5.9,6.19,20.8,0,0.0,32.1
O108539,WS5,Standard,90,29,83.2,3,Good,Healthy,5.97,23.01,25.51,0,0.0,56.19
O108540,WS1,Standard,91,6,77.7,5,Good,Degraded,1.96,15.21,4.89,0,0.0,21.75
O108541,WS2,Custom,87,12,90.8,5,Good,Degraded,5.09,19.27,11.38,0,0.0,33.87
O108542,WS3,Premium,41,17,59.9,1,Good,Degraded,4.33,15.02,10.83,0,0.0,32.19
O108543,WS5,Standard,94,24,72.5,2,Poor,Healthy,10.98,30.83,30.27,0,0.0,71.89
O108544,WS3,Standard,60,21,99.0,4,Good,Degraded,4.54,15.45,24.11,0,0.0,46.59
O108545,WS4,Standard,15,30,71.9,1,Normal,Healthy,7.28,7.27,28.65,0,0.0,41.3
O108546,WS4,Standard,87,17,79.1,4,Normal,Healthy,6.21,23.14,15.12,0,0.0,47.53
O108547,WS5,Standard,92,27,96.7,3,Normal,Degraded,5.33,31.99,37.94,0,0.0,76.13
O108548,WS2,Premium,37,16,78.5,1,Normal,Healthy,9.56,10.78,12.83,0,0.0,34.51
O108549,WS1,Premium,32,9,70.0,3,Normal,Degraded,7.75,8.74,5.53,0,0.0,23.12
O108550,WS2,Custom,61,20,94.4,3,Normal,Degraded,6.93,18.81,15.06,0,0.0,40.51
O108551,WS1,Standard,42,12,76.5,4,Normal,Healthy,8.58,10.04,13.54,0,0.0,29.91
O108552,WS1,Standard,68,20,77.3,5,Normal,Healthy,7.28,12.67,29.52,0,0.0,47.47
O108553,WS3,Standard,43,20,56.2,5,Normal,Degraded,6.41,10.23,24.98,1,16.76,60.16
O108554,WS2,Standard,29,2,78.5,3,Normal,Degraded,4.76,10.51,1.34,0,0.0,16.45
O108555,WS5,Standard,31,16,88.2,4,Good,Degraded,1.48,12.36,22.03,0,0.0,37.22
O108556,WS1,Standard,69,0,74.8,4,Normal,Healthy,8.23,12.66,0.0,0,0.0,21.4
O108557,WS6,Premium,49,12,64.6,5,Normal,Healthy,6.1,19.05,12.95,0,0.0,38.12
O108558,WS1,Premium,11,20,74.2,4,Good,Healthy,2.85,4.69,24.62,0,0.0,32.4
O108559,WS2,Standard,56,20,72.6,2,Poor,Degraded,10.7,16.18,22.06,0,0.0,50.98
O108560,WS5,Custom,81,3,77.0,2,Good,Healthy,3.59,22.71,2.81,0,0.0,27.59
O108561,WS6,Premium,23,28,73.8,2,Good,Degraded,3.55,12.74,19.16,0,0.0,35.09
O108562,WS1,Premium,32,22,99.0,1,Poor,Healthy,4.75,11.49,14.89,0,0.0,32.49
O108563,WS5,Custom,42,9,83.6,2,Good,Healthy,4.69,16.33,12.21,0,0.0,28.75
O108564,WS5,Standard,94,13,59.1,3,Good,Healthy,5.72,24.23,10.1,0,0.0,40.59
O108565,WS3,Custom,41,3,80.9,4,Good,Healthy,4.65,10.6,4.51,0,0.0,18.37
O108566,WS4,Standard,86,11,79.5,2,Poor,Healthy,8.76,26.83,7.57,0,0.0,44.18
O108567,WS3,Standard,71,20,94.3,1,Normal,Healthy,9.31,20.21,17.44,0,0.0,44.05
O108568,WS2,Premium,100,27,78.1,1,Normal,Degraded,6.92,29.22,30.56,0,0.0,68.22
O108569,WS1,Custom,62,18,77.8,1,Normal,Healthy,7.5,12.35,19.26,0,0.0,36.31
O108570,WS1,Premium,38,8,99.0,3,Normal,Degraded,5.06,13.05,10.09,1,9.99,36.65
O108571,WS4,Standard,75,28,67.2,3,Poor,Healthy,9.08,21.02,39.03,0,0.0,69.28
O108572,WS1,Custom,18,16,89.6,2,Normal,Healthy,6.6,6.42,19.9,0,0.0,31.24
O108573,WS1,Standard,81,23,80.8,2,Good,Degraded,4.56,15.52,18.56,0,0.0,38.52
O108574,WS1,Standard,31,21,74.0,3,Poor,Healthy,7.92,8.45,14.76,0,0.0,29.15
O108575,WS4,Premium,70,12,72.2,4,Normal,Healthy,6.65,20.28,18.01,0,0.0,44.14
O108576,WS4,Custom,62,0,96.3,1,Good,Healthy,2.5,22.17,0.0,0,0.0,26.01
O108577,WS5,Standard,31,19,85.6,5,Good,Healthy,3.92,9.2,24.73,0,0.0,38.32
O108578,WS6,Premium,53,27,87.2,2,Normal,Degraded,6.72,26.24,33.92,0,0.0,69.38
O108579,WS6,Custom,55,26,90.7,1,Good,Healthy,2.73,23.71,27.7,0,0.0,53.56
O108580,WS2,Standard,79,26,84.1,1,Normal,Healthy,8.16,19.4,25.6,0,0.0,54.67
O108581,WS3,Standard,52,10,67.3,3,Good,Degraded,3.84,14.34,12.57,0,0.0,31.74
O108582,WS4,Custom,15,28,61.1,3,Normal,Healthy,9.3,5.41,20.94,0,0.0,39.33
O108583,WS1,Standard,16,0,98.5,1,Good,Critical,3.59,5.09,0.0,0,0.0,13.8
O108584,WS2,Standard,70,9,82.5,3,Normal,Healthy,9.21,15.12,11.7,0,0.0,36.95
O108585,WS6,Standard,91,19,81.0,2,Good,Healthy,3.03,27.04,20.84,0,0.0,49.73
O108586,WS3,Custom,49,9,99.0,5,Good,Healthy,2.19,12.35,12.03,0,0.0,25.46
O108587,WS3,Custom,18,0,67.2,2,Good,Healthy,3.19,5.43,0.0,0,0.0,10.22
O108588,WS5,Custom,25,5,49.7,5,Normal,Healthy,6.36,8.16,7.09,0,0.0,20.72
O108589,WS5,Custom,98,29,58.3,3,Normal,Healthy,4.74,28.51,22.68,0,0.0,56.35
O108590,WS6,Standard,74,13,73.6,5,Normal,Healthy,6.69,21.04,15.13,0,0.0,40.8
O108591,WS6,Standard,12,5,81.4,3,Good,Healthy,5.26,6.31,6.57,0,0.0,17.74
O108592,WS2,Custom,33,19,96.7,1,Poor,Healthy,14.02,12.7,22.61,0,0.0,49.0
O108593,WS4,Custom,76,11,90.1,4,Normal,Healthy,5.65,21.97,6.66,0,0.0,33.83
O108594,WS1,Standard,67,12,49.3,3,Good,Healthy,2.75,11.54,9.65,0,0.0,26.18
O108595,WS6,Standard,36,29,99.0,5,Normal,Healthy,8.73,15.05,21.6,0,0.0,46.19
O108596,WS2,Custom,73,16,75.1,2,Normal,Healthy,5.82,17.61,11.56,0,0.0,36.41
O108597,WS3,Standard,92,2,94.7,1,Normal,Healthy,7.27,25.19,2.68,0,0.0,35.84
O108598,WS6,Standard,91,29,86.6,1,Good,Healthy,4.26,26.21,40.67,0,0.0,68.72
O108599,WS4,Standard,84,0,80.1,4,Good,Healthy,4.05,22.12,0.0,0,0.0,27.29
O108600,WS2,Standard,42,21,77.2,2,Normal,Degraded,5.97,13.88,29.21,0,0.0,47.48
O108601,WS1,Standard,12,3,66.7,4,Good,Healthy,4.13,5.12,3.24,0,0.0,11.33
O108602,WS3,Custom,45,8,64.5,1,Good,Healthy,3.67,11.28,5.1,0,0.0,18.94
O108603,WS4,Premium,11,30,78.0,1,Poor,Degraded,9.47,7.76,43.8,0,0.0,64.18
O108604,WS4,Standard,61,5,63.3,4,Normal,Healthy,7.71,15.97,6.48,0,0.0,30.54
O108605,WS1,Standard,64,30,99.0,2,Good,Healthy,1.8,12.61,20.1,0,0.0,35.04
O108606,WS5,Premium,41,9,81.2,3,Good,Degraded,3.37,17.91,12.79,0,0.0,36.58
O108607,WS3,Premium,23,11,99.0,1,Normal,Degraded,7.31,11.72,16.9,0,0.0,34.92
O108608,WS6,Standard,57,29,74.8,1,Good,Critical,3.18,25.42,34.42,1,2.6,68.14
O108609,WS4,Custom,11,23,72.9,1,Good,Critical,4.99,7.57,28.05,0,0.0,39.74
O108610,WS6,Standard,35,9,87.1,2,Good,Healthy,3.97,14.62,12.0,0,0.0,30.33
O108611,WS1,Custom,98,22,76.9,2,Normal,Degraded,5.33,21.71,21.13,0,0.0,47.26
O108612,WS6,Premium,93,14,91.7,2,Normal,Healthy,6.24,35.09,12.55,0,0.0,52.7
O108613,WS6,Standard,67,3,97.3,2,Good,Degraded,3.22,27.24,2.38,0,0.0,32.6
O108614,WS3,Standard,44,7,93.2,3,Good,Healthy,5.28,10.81,4.3,0,0.0,22.15
O108615,WS6,Standard,10,7,96.4,5,Normal,Healthy,6.28,5.85,5.82,0,0.0,21.75
O108616,WS5,Standard,69,14,89.8,1,Normal,Healthy,6.62,22.55,14.78,0,0.0,40.49
O108617,WS6,Standard,54,27,73.4,5,Normal,Healthy,7.6,19.75,28.98,0,0.0,58.73
O108618,WS5,Standard,74,17,93.7,3,Good,Healthy,0.5,20.9,26.66,0,0.0,48.27
O108619,WS6,Standard,24,5,88.4,3,Normal,Degraded,8.76,11.73,6.51,0,0.0,26.64
O108620,WS2,Premium,85,18,72.6,4,Poor,Healthy,9.78,22.39,20.45,0,0.0,52.48
O108621,WS2,Premium,83,16,74.1,4,Normal,Degraded,8.78,20.33,13.06,0,0.0,44.53
O108622,WS3,Standard,48,12,78.9,5,Good,Healthy,4.78,10.16,10.36,0,0.0,26.59
O108623,WS5,Custom,12,7,93.3,5,Normal,Healthy,9.28,4.11,5.33,0,0.0,17.62
O108624,WS2,Standard,52,22,81.4,1,Good,Healthy,4.97,12.49,17.73,0,0.0,36.57
O108625,WS3,Custom,43,17,79.9,3,Good,Healthy,4.06,13.06,15.6,0,0.0,32.51
O108626,WS1,Custom,79,13,78.1,3,Good,Healthy,4.26,14.33,16.03,0,0.0,33.46
O108627,WS6,Custom,31,6,75.8,3,Poor,Healthy,14.49,17.36,6.79,0,0.0,36.43
O108628,WS5,Standard,11,3,66.0,5,Good,Healthy,2.89,3.5,2.86,0,0.0,7.58
O108629,WS1,Custom,99,6,89.5,4,Poor,Degraded,7.8,25.17,8.5,0,0.0,42.04
O108630,WS1,Standard,31,19,67.8,3,Normal,Healthy,8.23,8.19,23.8,0,0.0,39.2
O108631,WS6,Custom,17,1,80.8,5,Normal,Degraded,7.44,10.57,0.81,0,0.0,19.62
O108632,WS3,Premium,87,2,75.1,4,Good,Degraded,3.72,24.29,1.86,0,0.0,31.72
O108633,WS4,Standard,75,30,89.2,4,Normal,Healthy,8.92,21.52,35.53,0,0.0,65.4
O108634,WS6,Premium,34,8,75.9,4,Good,Degraded,4.69,16.17,11.65,0,0.0,32.09
O108635,WS6,Custom,53,3,67.9,1,Normal,Degraded,8.11,24.98,2.01,1,6.83,39.3
O108636,WS1,Custom,72,29,91.9,5,Good,Degraded,4.47,14.99,39.59,0,0.0,61.24
O108637,WS4,Standard,84,12,70.1,4,Good,Degraded,5.05,24.06,10.13,0,0.0,40.98
O108638,WS6,Standard,43,0,81.9,1,Normal,Healthy,6.16,17.23,0.0,0,0.0,23.1
O108639,WS1,Premium,29,12,95.3,2,Good,Critical,5.37,10.97,10.53,0,0.0,26.23
O108640,WS4,Custom,11,0,71.2,2,Good,Healthy,3.7,4.98,0.0,0,0.0,8.41
O108641,WS5,Standard,87,9,78.8,2,Poor,Healthy,12.81,30.71,5.71,0,0.0,49.54
O108642,WS1,Standard,84,29,74.8,4,Good,Degraded,4.54,16.72,32.41,1,18.45,72.93
O108643,WS3,Standard,96,24,81.6,3,Good,Healthy,4.02,17.08,34.4,0,0.0,55.39
O108644,WS2,Custom,78,12,79.2,2,Good,Healthy,5.86,19.35,15.59,0,0.0,40.72
O108645,WS1,Standard,29,10,91.0,4,Good,Healthy,4.27,8.52,15.48,0,0.0,29.67
O108646,WS1,Standard,31,18,72.6,2,Normal,Healthy,6.08,8.98,20.14,0,0.0,36.22
O108647,WS3,Custom,32,19,95.3,1,Good,Degraded,3.68,12.66,20.72,0,0.0,40.24
O108648,WS4,Standard,51,23,99.0,5,Normal,Healthy,6.17,16.65,15.75,0,0.0,40.37
O108649,WS6,Standard,97,16,83.1,2,Normal,Healthy,9.25,32.19,20.25,0,0.0,59.51
